scenario,seed,window_id,window_start,window_end,target_packets,target_received,background_packets,loss_rate,target_rate,background_rate,mean_delay,p95_delay,p99_delay,received_violation_prob,violation_prob
load_high,37,6,65.0,75.0,1851,1851,121,0.0,185.1,12.1,0.002236871356023771,0.004130995,0.005511469999999999,0.0,0.0
load_high,37,7,75.0,85.0,1900,1900,118,0.0,190.0,11.8,0.0023151370842105262,0.004534767499999999,0.006222959599999998,0.0,0.0
load_high,37,8,85.0,95.0,1863,1863,120,0.0,186.3,12.0,0.002303742393988191,0.0044976,0.005985914799999992,0.0,0.0
load_high,37,9,95.0,105.0,1858,1858,118,0.0,185.8,11.8,0.0022533528310010762,0.004190675499999992,0.005723819300000002,0.0,0.0
load_high,37,10,105.0,115.0,1963,1963,120,0.0,196.3,12.0,0.002280551370351503,0.004254093,0.005816362199999997,0.0,0.0
load_high,37,11,115.0,125.0,985,985,58,0.0,98.5,5.8,0.0022794779390862946,0.004261922,0.006013760399999992,0.0,0.0
load_high,41,0,5.0,15.0,1897,1897,118,0.0,189.7,11.8,0.002257216262519768,0.004317987999999998,0.0058509656,0.0,0.0
load_high,41,1,15.0,25.0,1800,1800,121,0.0,180.0,12.1,0.0021834162666666667,0.00376889,0.0051891778999999996,0.0,0.0
load_high,41,2,25.0,35.0,1873,1873,118,0.0,187.3,11.8,0.0022883579871863322,0.004345713999999999,0.005972384,0.0005339028296849973,0.0005339028296849973
load_high,41,3,35.0,45.0,1935,1935,118,0.0,193.5,11.8,0.0022349477519379842,0.004083613,0.005629804200000001,0.0,0.0
load_high,41,4,45.0,55.0,1839,1839,120,0.0,183.9,12.0,0.002282015464926591,0.004325646999999996,0.006400954599999993,0.0,0.0
load_high,41,5,55.0,65.0,1900,1900,118,0.0,190.0,11.8,0.0022070111684210523,0.004045797,0.0053021321,0.0,0.0
load_high,41,6,65.0,75.0,1913,1913,121,0.0,191.3,12.1,0.0022975406063774177,0.004439306,0.006470440399999982,0.0005227391531625719,0.0005227391531625719
load_high,41,7,75.0,85.0,1897,1897,118,0.0,189.7,11.8,0.0023466765155508696,0.004577217999999999,0.0065642371999999945,0.0,0.0
load_high,41,8,85.0,95.0,1889,1889,120,0.0,188.9,12.0,0.0023179386924298572,0.00443161,0.0065316799999999954,0.0,0.0
load_high,41,9,95.0,105.0,1789,1789,118,0.0,178.9,11.8,0.0022583401062045835,0.004084218,0.006389348399999996,0.0,0.0
load_high,41,10,105.0,115.0,1838,1838,120,0.0,183.8,12.0,0.0022349237867247008,0.0041450774999999985,0.005628142699999991,0.0,0.0
load_high,41,11,115.0,125.0,930,930,58,0.0,93.0,5.8,0.0022541685913978495,0.004189944999999999,0.0059220819000000025,0.0,0.0
load_high,7,0,5.0,15.0,1934,1934,118,0.0,193.4,11.8,0.0023125176059979316,0.004408950499999999,0.006125656200000003,0.0,0.0
load_high,7,1,15.0,25.0,1887,1887,121,0.0,188.7,12.1,0.0022653354531001592,0.004293908999999998,0.005650794999999999,0.0,0.0
load_high,7,2,25.0,35.0,1900,1900,118,0.0,190.0,11.8,0.0022634475210526316,0.004186986999999999,0.0055960359999999995,0.0,0.0
load_high,7,3,35.0,45.0,1877,1877,118,0.0,187.7,11.8,0.0022787723974427277,0.004255741999999998,0.0054423056,0.0,0.0
load_high,7,4,45.0,55.0,1927,1927,120,0.0,192.7,12.0,0.002270206440062273,0.004183701999999997,0.0054607020000000004,0.0,0.0
load_high,7,5,55.0,65.0,1865,1865,118,0.0,186.5,11.8,0.0022837636085790885,0.004265906,0.0062058303999999835,0.0,0.0
load_high,7,6,65.0,75.0,1899,1899,121,0.0,189.9,12.1,0.0022544619852553974,0.004221747999999997,0.005553959,0.0,0.0
load_high,7,7,75.0,85.0,1885,1885,118,0.0,188.5,11.8,0.0022495507374005303,0.004199863999999999,0.0061397408000000014,0.0,0.0
load_high,7,8,85.0,95.0,1902,1902,120,0.0,190.2,12.0,0.0022717395320715037,0.0043074125,0.0060810165000000005,0.0,0.0
load_high,7,9,95.0,105.0,1841,1841,118,0.0,184.1,11.8,0.002325946892992939,0.00455558,0.006818625999999997,0.0032590983161325366,0.0032590983161325366
load_high,7,10,105.0,115.0,1857,1857,120,0.0,185.7,12.0,0.002288029229940765,0.004286669999999997,0.005887206400000002,0.0,0.0
load_high,7,11,115.0,125.0,922,922,58,0.0,92.2,5.8,0.002213699219088937,0.003896101499999999,0.005759185699999999,0.0010845986984815619,0.0010845986984815619
overall,11,0,5.0,15.0,120,120,118,0.0,12.0,11.8,0.0018340919999999998,0.00174614,0.003102465600000001,0.0,0.0
overall,11,1,15.0,25.0,126,126,121,0.0,12.6,12.1,0.0018470184126984125,0.0026055174999999996,0.00339362,0.0,0.0
overall,11,2,25.0,35.0,133,133,118,0.0,13.3,11.8,0.0017632215789473685,0.0017461499999999997,0.0020986652000000014,0.0,0.0
overall,11,3,35.0,45.0,121,121,118,0.0,12.1,11.8,0.0017630252066115702,0.00174615,0.0024248999999999994,0.0,0.0
overall,11,4,45.0,55.0,126,126,120,0.0,12.6,12.0,0.001803106349206349,0.0021827875,0.0028448225,0.0,0.0
overall,11,5,55.0,65.0,131,131,118,0.0,13.1,11.8,0.001767151145038168,0.00174616,0.0022816369999999987,0.0,0.0
overall,11,6,65.0,75.0,105,105,121,0.0,10.5,12.1,0.0017475480952380952,0.00174617,0.0017787715999999997,0.0,0.0
overall,11,7,75.0,85.0,115,115,118,0.0,11.5,11.8,0.0017616692173913042,0.00174618,0.0023300832,0.0,0.0
overall,11,8,85.0,95.0,127,127,120,0.0,12.7,12.0,0.0018012848031496063,0.0023836329999999996,0.0027689547999999995,0.0,0.0
overall,11,9,95.0,105.0,124,124,118,0.0,12.4,11.8,0.0017891785483870966,0.00174619,0.0031986344999999933,0.0,0.0
overall,11,10,105.0,115.0,128,128,120,0.0,12.8,12.0,0.001761450703125,0.00174619,0.0023582256000000018,0.0,0.0
overall,11,11,115.0,125.0,63,63,58,0.0,6.3,5.8,0.0017583268253968255,0.0017462,0.002036554200000002,0.0,0.0
overall,13,0,5.0,15.0,132,132,118,0.0,13.2,11.8,0.0018114659848484848,0.001780942999999999,0.0027387763999999998,0.0,0.0
overall,13,1,15.0,25.0,128,128,121,0.0,12.8,12.1,0.001764088515625,0.0017461400000000002,0.0022000599000000006,0.0,0.0
overall,13,2,25.0,35.0,125,125,118,0.0,12.5,11.8,0.00175125392,0.0017461500000000001,0.0018457860000000007,0.0,0.0
overall,13,3,35.0,45.0,117,117,118,0.0,11.7,11.8,0.0017642342735042734,0.00174615,0.0021402056000000007,0.0,0.0
overall,13,4,45.0,55.0,121,121,120,0.0,12.1,12.0,0.001751659173553719,0.00174616,0.0018803679999999994,0.0,0.0
overall,13,5,55.0,65.0,124,124,118,0.0,12.4,11.8,0.001780529435483871,0.00174616,0.0030752646999999958,0.0,0.0
overall,13,6,65.0,75.0,134,134,121,0.0,13.4,12.1,0.0017864824626865673,0.00174617,0.0032135853999999955,0.0,0.0
overall,13,7,75.0,85.0,134,134,118,0.0,13.4,11.8,0.0018004880597014925,0.0020357709999999983,0.0030178404999999997,0.0,0.0
overall,13,8,85.0,95.0,137,137,120,0.0,13.7,12.0,0.0017884284671532847,0.0019196499999999995,0.0027620591999999947,0.0,0.0
overall,13,9,95.0,105.0,133,133,118,0.0,13.3,11.8,0.0017837260902255638,0.00174619,0.0029111460000000007,0.0,0.0
overall,13,10,105.0,115.0,140,140,120,0.0,14.0,12.0,0.0017571634285714285,0.0017461904999999998,0.0020648877999999986,0.0,0.0
overall,13,11,115.0,125.0,79,79,58,0.0,7.9,5.8,0.0017561844303797469,0.0017462,0.001919749199999999,0.0,0.0
overall,17,0,5.0,15.0,150,150,118,0.0,15.0,11.8,0.0018511606,0.002028984499999998,0.0028724397,0.006666666666666667,0.006666666666666667
overall,17,1,15.0,25.0,128,128,121,0.0,12.8,12.1,0.001770500390625,0.0017461400000000002,0.002440915900000001,0.0,0.0
overall,17,2,25.0,35.0,139,139,118,0.0,13.9,11.8,0.0017770930215827339,0.0017554429999999993,0.0027780694000000042,0.0,0.0
overall,17,3,35.0,45.0,123,123,118,0.0,12.3,11.8,0.0017644954471544715,0.00174615,0.0022560839999999998,0.0,0.0
overall,17,4,45.0,55.0,124,124,120,0.0,12.4,12.0,0.0017722404838709676,0.00174616,0.0027871751999999964,0.0,0.0
overall,17,5,55.0,65.0,126,126,118,0.0,12.6,11.8,0.0017585461904761905,0.00174616,0.0021664625000000002,0.0,0.0
overall,17,6,65.0,75.0,152,152,121,0.0,15.2,12.1,0.0017602892763157894,0.00174617,0.0022072633000000024,0.0,0.0
overall,17,7,75.0,85.0,118,118,118,0.0,11.8,11.8,0.001796427033898305,0.0020499814999999995,0.003188760999999999,0.0,0.0
overall,17,8,85.0,95.0,136,136,120,0.0,13.6,12.0,0.001778051911764706,0.00174618,0.0029066000000000014,0.0,0.0
overall,17,9,95.0,105.0,112,112,118,0.0,11.2,11.8,0.0018221226785714285,0.00174619,0.0034330326999999997,0.0,0.0
overall,17,10,105.0,115.0,114,114,120,0.0,11.4,12.0,0.0017568687719298245,0.00174619,0.0017462,0.0,0.0
overall,17,11,115.0,125.0,60,60,58,0.0,6.0,5.8,0.0017557025,0.0017462,0.0020079639999999992,0.0,0.0
overall,19,0,5.0,15.0,143,143,118,0.0,14.3,11.8,0.001845314895104895,0.0020896560000000005,0.0031787624000000087,0.0,0.0
overall,19,1,15.0,25.0,136,136,121,0.0,13.6,12.1,0.001762255882352941,0.00174614,0.002307231000000001,0.0,0.0
overall,19,2,25.0,35.0,124,124,118,0.0,12.4,11.8,0.0017705603225806452,0.00174615,0.0022246515999999996,0.0,0.0
overall,19,3,35.0,45.0,122,122,118,0.0,12.2,11.8,0.00176799,0.00174615,0.0025185030999999975,0.0,0.0
overall,19,4,45.0,55.0,125,125,120,0.0,12.5,12.0,0.0018046327200000002,0.00174616,0.0031739920000000013,0.0,0.0
overall,19,5,55.0,65.0,116,116,118,0.0,11.6,11.8,0.0018042579310344829,0.0022280475,0.0029421204999999988,0.0,0.0
overall,19,6,65.0,75.0,119,119,121,0.0,11.9,12.1,0.0017685852941176472,0.00174617,0.0025887883999999957,0.0,0.0
overall,19,7,75.0,85.0,137,137,118,0.0,13.7,11.8,0.001778903211678832,0.00174618,0.003014950399999988,0.0,0.0
overall,19,8,85.0,95.0,147,147,120,0.0,14.7,12.0,0.0017766330612244898,0.0018069639999999999,0.002673303599999999,0.0,0.0
overall,19,9,95.0,105.0,136,136,118,0.0,13.6,11.8,0.0017964947794117648,0.0019680550000000002,0.003258820000000002,0.0,0.0
overall,19,10,105.0,115.0,154,154,120,0.0,15.4,12.0,0.0017899385064935065,0.0017462,0.0030015573999999995,0.0,0.0
overall,19,11,115.0,125.0,74,74,58,0.0,7.4,5.8,0.0017678617567567568,0.0017462,0.0023602266999999968,0.0,0.0
overall,23,0,5.0,15.0,116,116,118,0.0,11.6,11.8,0.001881985172413793,0.0022218825000000003,0.0034924269999999998,0.008620689655172414,0.008620689655172414
overall,23,1,15.0,25.0,135,135,121,0.0,13.5,12.1,0.0017753226666666667,0.00174614,0.0025590666,0.0,0.0
overall,23,2,25.0,35.0,153,153,118,0.0,15.3,11.8,0.0017855469281045752,0.00174615,0.0031719135999999943,0.0,0.0
overall,23,3,35.0,45.0,107,107,118,0.0,10.7,11.8,0.0017634514953271028,0.0017461500000000001,0.0020384929999999997,0.0,0.0
overall,23,4,45.0,55.0,132,132,120,0.0,13.2,12.0,0.0017590711363636364,0.00174616,0.0021823326999999993,0.0,0.0
overall,23,5,55.0,65.0,139,139,118,0.0,13.9,11.8,0.0017802129496402878,0.00174616,0.003166793800000005,0.0,0.0
overall,23,6,65.0,75.0,156,156,121,0.0,15.6,12.1,0.0017994883974358973,0.0018024375,0.0034784099999999986,0.0,0.0
overall,23,7,75.0,85.0,138,138,118,0.0,13.8,11.8,0.0017891160869565217,0.00174618,0.003110424899999997,0.0,0.0
overall,23,8,85.0,95.0,134,134,120,0.0,13.4,12.0,0.0018070364925373134,0.0021291699999999975,0.0030812166999999993,0.0,0.0
overall,23,9,95.0,105.0,135,135,118,0.0,13.5,11.8,0.0017767540740740739,0.00174619,0.0024796387999999996,0.0,0.0
overall,23,10,105.0,115.0,124,124,120,0.0,12.4,12.0,0.0017720824999999999,0.0017461985,0.002584189299999999,0.0,0.0
overall,23,11,115.0,125.0,70,70,58,0.0,7.0,5.8,0.0017752117142857142,0.0018213639999999998,0.0025191750000000002,0.0,0.0
overall,29,0,5.0,15.0,156,156,118,0.0,15.6,11.8,0.0017998901282051283,0.00177312,0.0031673384999999997,0.0,0.0
overall,29,1,15.0,25.0,135,135,121,0.0,13.5,12.1,0.0017969356296296296,0.0018208669999999992,0.0032970939999999987,0.0,0.0
overall,29,2,25.0,35.0,135,135,118,0.0,13.5,11.8,0.0017880979259259258,0.00174615,0.0029547742,0.0,0.0
overall,29,3,35.0,45.0,119,119,118,0.0,11.9,11.8,0.0017937029411764706,0.0018612329999999984,0.0029192639999999974,0.0,0.0
overall,29,4,45.0,55.0,115,115,120,0.0,11.5,12.0,0.0017637194782608697,0.00174616,0.0022840877999999996,0.0,0.0
overall,29,5,55.0,65.0,136,136,118,0.0,13.6,11.8,0.0017682975,0.00174616,0.0026469565,0.0,0.0
overall,29,6,65.0,75.0,118,118,121,0.0,11.8,12.1,0.0017820683898305083,0.00174617,0.003312237599999998,0.0,0.0
overall,29,7,75.0,85.0,125,125,118,0.0,12.5,11.8,0.00180313608,0.0019460819999999998,0.003359026,0.0,0.0
overall,29,8,85.0,95.0,134,134,120,0.0,13.4,12.0,0.0017525885074626865,0.00174618,0.0019013033999999997,0.0,0.0
overall,29,9,95.0,105.0,122,122,118,0.0,12.2,11.8,0.001783176557377049,0.00174619,0.003219442399999991,0.0,0.0
overall,29,10,105.0,115.0,143,143,120,0.0,14.3,12.0,0.001761880979020979,0.00174619,0.0023014044000000014,0.0,0.0
overall,29,11,115.0,125.0,59,59,58,0.0,5.9,5.8,0.0017838450847457628,0.0017462,0.002838905,0.0,0.0
overall,31,0,5.0,15.0,150,150,118,0.0,15.0,11.8,0.0017786041999999999,0.00174614,0.002893635099999988,0.0,0.0
overall,31,1,15.0,25.0,135,135,121,0.0,13.5,12.1,0.0017946445185185185,0.0019009089999999995,0.0030390611999999975,0.0,0.0
overall,31,2,25.0,35.0,144,144,118,0.0,14.4,11.8,0.0017979600694444445,0.0021922834999999986,0.0028728604,0.0,0.0
overall,31,3,35.0,45.0,134,134,118,0.0,13.4,11.8,0.0017483087313432835,0.0017461500000000001,0.00174615,0.0,0.0
overall,31,4,45.0,55.0,123,123,120,0.0,12.3,12.0,0.0017762969105691055,0.00174616,0.0026818070000000005,0.0,0.0
overall,31,5,55.0,65.0,124,124,118,0.0,12.4,11.8,0.0017788020161290323,0.00174616,0.002911577399999997,0.0,0.0
overall,31,6,65.0,75.0,118,118,121,0.0,11.8,12.1,0.0017639910169491525,0.00174617,0.0020785434999999993,0.0,0.0
overall,31,7,75.0,85.0,130,130,118,0.0,13.0,11.8,0.0018016773846153847,0.0021873385,0.0031654854999999967,0.0,0.0
overall,31,8,85.0,95.0,136,136,120,0.0,13.6,12.0,0.0017670519852941175,0.00174618,0.0023335875000000017,0.0,0.0
overall,31,9,95.0,105.0,139,139,118,0.0,13.9,11.8,0.0017824120143884892,0.00174619,0.003011930600000001,0.0,0.0
overall,31,10,105.0,115.0,129,129,120,0.0,12.9,12.0,0.0017852150387596898,0.0017462,0.0030862583999999994,0.0,0.0
overall,31,11,115.0,125.0,75,75,58,0.0,7.5,5.8,0.0018010869333333335,0.0018725359999999989,0.0031920208000000023,0.0,0.0
overall,37,0,5.0,15.0,114,114,118,0.0,11.4,11.8,0.0018340401754385965,0.00174614,0.003177778300000007,0.008771929824561403,0.008771929824561403
overall,37,1,15.0,25.0,136,136,121,0.0,13.6,12.1,0.0017657673529411764,0.00174614,0.0024874660000000015,0.0,0.0
overall,37,2,25.0,35.0,133,133,118,0.0,13.3,11.8,0.0017644814285714286,0.0017461499999999997,0.002350634400000001,0.0,0.0
overall,37,3,35.0,45.0,141,141,118,0.0,14.1,11.8,0.001763084255319149,0.00174615,0.0022944699999999994,0.0,0.0
overall,37,4,45.0,55.0,142,142,120,0.0,14.2,12.0,0.0017732349295774645,0.00174616,0.0026295338000000023,0.0,0.0
overall,37,5,55.0,65.0,137,137,118,0.0,13.7,11.8,0.0017681182481751826,0.001757112,0.0022263295999999993,0.0,0.0
overall,37,6,65.0,75.0,133,133,121,0.0,13.3,12.1,0.0017646954887218045,0.00174617,0.002325203600000006,0.0,0.0
overall,37,7,75.0,85.0,125,125,118,0.0,12.5,11.8,0.00175229208,0.00174618,0.0018639048000000003,0.0,0.0
overall,37,8,85.0,95.0,126,126,120,0.0,12.6,12.0,0.0017609457936507936,0.00174618,0.002234275,0.0,0.0
overall,37,9,95.0,105.0,111,111,118,0.0,11.1,11.8,0.0017543267567567565,0.00174619,0.00174619,0.0,0.0
overall,37,10,105.0,115.0,142,142,120,0.0,14.2,12.0,0.0018144378169014086,0.0022321029999999996,0.003126133100000001,0.0,0.0
overall,37,11,115.0,125.0,68,68,58,0.0,6.8,5.8,0.0017667104411764705,0.0017682544999999999,0.0022916270999999992,0.0,0.0
overall,41,0,5.0,15.0,132,132,118,0.0,13.2,11.8,0.0018145820454545454,0.00174614,0.003131201299999998,0.0,0.0
overall,41,1,15.0,25.0,148,148,121,0.0,14.8,12.1,0.0017930580405405407,0.0018290675000000001,0.0033555184,0.0,0.0
overall,41,2,25.0,35.0,131,131,118,0.0,13.1,11.8,0.0017764935877862594,0.00174615,0.002706252999999993,0.0,0.0
overall,41,3,35.0,45.0,127,127,118,0.0,12.7,11.8,0.0017689797637795274,0.0017461500000000001,0.0026095356,0.0,0.0
overall,41,4,45.0,55.0,139,139,120,0.0,13.9,12.0,0.0017598776258992805,0.00174616,0.0019577488,0.0,0.0
overall,41,5,55.0,65.0,132,132,118,0.0,13.2,11.8,0.0017796656818181817,0.00174616,0.002994278799999998,0.0,0.0
overall,41,6,65.0,75.0,129,129,121,0.0,12.9,12.1,0.0017647843410852715,0.00174617,0.0025115283999999996,0.0,0.0
overall,41,7,75.0,85.0,155,155,118,0.0,15.5,11.8,0.0018105869032258063,0.002023553999999998,0.003476218800000001,0.0,0.0
overall,41,8,85.0,95.0,126,126,120,0.0,12.6,12.0,0.0017491738888888888,0.00174618,0.00174618,0.0,0.0
overall,41,9,95.0,105.0,131,131,118,0.0,13.1,11.8,0.0017746276335877862,0.00174619,0.002496173,0.0,0.0
overall,41,10,105.0,115.0,138,138,120,0.0,13.8,12.0,0.0017788659420289856,0.0017905625000000016,0.0025346809999999996,0.0,0.0
overall,41,11,115.0,125.0,58,58,58,0.0,5.8,5.8,0.0018108625862068965,0.0021325115,0.0031168578999999997,0.0,0.0
overall,7,0,5.0,15.0,114,114,118,0.0,11.4,11.8,0.0018474092105263157,0.0023211689999999975,0.0034913295000000002,0.0,0.0
overall,7,1,15.0,25.0,142,142,121,0.0,14.2,12.1,0.0018129613380281691,0.002153409999999999,0.0032254317000000006,0.0,0.0
overall,7,2,25.0,35.0,135,135,118,0.0,13.5,11.8,0.0017990031111111112,0.001754598,0.003325190199999998,0.0,0.0
overall,7,3,35.0,45.0,166,166,118,0.0,16.6,11.8,0.0018381486144578314,0.0026425725,0.003333060999999999,0.0,0.0
overall,7,4,45.0,55.0,145,145,120,0.0,14.5,12.0,0.0017782975862068965,0.00174616,0.0027394524000000013,0.0,0.0
overall,7,5,55.0,65.0,147,147,118,0.0,14.7,11.8,0.0017637167346938778,0.00174616,0.0022240837999999976,0.0,0.0
overall,7,6,65.0,75.0,134,134,121,0.0,13.4,12.1,0.001768640447761194,0.00174617,0.0023377160999999962,0.0,0.0
overall,7,7,75.0,85.0,143,143,118,0.0,14.3,11.8,0.0017738376223776226,0.00174618,0.0028695776000000114,0.0,0.0
overall,7,8,85.0,95.0,140,140,120,0.0,14.0,12.0,0.0018158891428571428,0.0022265774999999993,0.0033842678999999984,0.0,0.0
overall,7,9,95.0,105.0,132,132,118,0.0,13.2,11.8,0.0017600759090909092,0.00174619,0.0019171995999999994,0.0,0.0
overall,7,10,105.0,115.0,160,160,120,0.0,16.0,12.0,0.0017873941875,0.0017514709999999982,0.0031161148,0.0,0.0
overall,7,11,115.0,125.0,69,69,58,0.0,6.9,5.8,0.0017549542028985508,0.0017462,0.0020224452,0.0,0.0
traffic_mix_c2_heavy,11,0,5.0,15.0,105,105,118,0.0,10.5,11.8,0.0018410341904761904,0.00174614,0.0031323507999999954,0.0,0.0
traffic_mix_c2_heavy,11,1,15.0,25.0,124,124,121,0.0,12.4,12.1,0.0018248912096774192,0.002401807999999999,0.0034347424999999995,0.0,0.0
traffic_mix_c2_heavy,11,2,25.0,35.0,119,119,118,0.0,11.9,11.8,0.001777066974789916,0.0017567249999999993,0.0025061001999999995,0.0,0.0
traffic_mix_c2_heavy,11,3,35.0,45.0,107,107,118,0.0,10.7,11.8,0.0017541633644859813,0.0017461500000000001,0.0020603449999999995,0.0,0.0
traffic_mix_c2_heavy,11,4,45.0,55.0,108,108,120,0.0,10.8,12.0,0.001771683888888889,0.00174616,0.0026754511999999998,0.0,0.0
traffic_mix_c2_heavy,11,5,55.0,65.0,125,125,118,0.0,12.5,11.8,0.0017562108,0.00174616,0.002132428800000001,0.0,0.0
traffic_mix_c2_heavy,11,6,65.0,75.0,94,94,121,0.0,9.4,12.1,0.0017665877659574468,0.00174617,0.0020646583999999898,0.0,0.0
traffic_mix_c2_heavy,11,7,75.0,85.0,99,99,118,0.0,9.9,11.8,0.0017612598989898988,0.00174617,0.0022984509999999982,0.0,0.0
traffic_mix_c2_heavy,11,8,85.0,95.0,109,109,120,0.0,10.9,12.0,0.0017559815596330274,0.00174618,0.0020596976000000007,0.0,0.0
traffic_mix_c2_heavy,11,9,95.0,105.0,114,114,118,0.0,11.4,11.8,0.0018024320175438597,0.0023574175,0.0027357224000000013,0.0,0.0
traffic_mix_c2_heavy,11,10,105.0,115.0,111,111,120,0.0,11.1,12.0,0.001794855135135135,0.00174619,0.0033469280000000064,0.0,0.0
traffic_mix_c2_heavy,11,11,115.0,125.0,64,64,58,0.0,6.4,5.8,0.00175873203125,0.0017461999999999998,0.002042649799999999,0.0,0.0
traffic_mix_c2_heavy,13,0,5.0,15.0,118,118,118,0.0,11.8,11.8,0.0018164533050847457,0.0019181709999999991,0.002718489,0.0,0.0
traffic_mix_c2_heavy,13,1,15.0,25.0,121,121,121,0.0,12.1,12.1,0.001755887685950413,0.00174614,0.0020850279999999988,0.0,0.0
traffic_mix_c2_heavy,13,2,25.0,35.0,109,109,118,0.0,10.9,11.8,0.0017502670642201834,0.00174615,0.0018054944,0.0,0.0
traffic_mix_c2_heavy,13,3,35.0,45.0,113,113,118,0.0,11.3,11.8,0.0017730697345132742,0.001786981999999999,0.0024712383999999977,0.0,0.0
traffic_mix_c2_heavy,13,4,45.0,55.0,97,97,120,0.0,9.7,12.0,0.0017624319587628866,0.00174616,0.0022835511999999996,0.0,0.0
traffic_mix_c2_heavy,13,5,55.0,65.0,112,112,118,0.0,11.2,11.8,0.0017530270535714286,0.00174616,0.0020176278,0.0,0.0
traffic_mix_c2_heavy,13,6,65.0,75.0,127,127,121,0.0,12.7,12.1,0.001805398503937008,0.0019893509999999994,0.0033045917999999994,0.0,0.0
traffic_mix_c2_heavy,13,7,75.0,85.0,107,107,118,0.0,10.7,11.8,0.001786762710280374,0.0019341739999999986,0.003201902599999997,0.0,0.0
traffic_mix_c2_heavy,13,8,85.0,95.0,126,126,120,0.0,12.6,12.0,0.001772711507936508,0.00174618,0.0027679924999999997,0.0,0.0
traffic_mix_c2_heavy,13,9,95.0,105.0,122,122,118,0.0,12.2,11.8,0.001778065737704918,0.0018569739999999987,0.0025796503999999986,0.0,0.0
traffic_mix_c2_heavy,13,10,105.0,115.0,124,124,120,0.0,12.4,12.0,0.001784777741935484,0.00174619,0.0028642217999999995,0.0,0.0
traffic_mix_c2_heavy,13,11,115.0,125.0,58,58,58,0.0,5.8,5.8,0.0017461987931034484,0.0017462,0.0017462,0.0,0.0
traffic_mix_c2_heavy,17,0,5.0,15.0,135,135,118,0.0,13.5,11.8,0.0018453664444444445,0.0018347579999999993,0.002655095399999999,0.007407407407407408,0.007407407407407408
traffic_mix_c2_heavy,17,1,15.0,25.0,120,120,121,0.0,12.0,12.1,0.0017625325,0.00174614,0.0020359661000000006,0.0,0.0
traffic_mix_c2_heavy,17,2,25.0,35.0,118,118,118,0.0,11.8,11.8,0.0017802054237288135,0.00174615,0.0029211540999999983,0.0,0.0
traffic_mix_c2_heavy,17,3,35.0,45.0,109,109,118,0.0,10.9,11.8,0.001754642110091743,0.00174615,0.0021287440000000006,0.0,0.0
traffic_mix_c2_heavy,17,4,45.0,55.0,130,130,120,0.0,13.0,12.0,0.001764731153846154,0.00174616,0.0024236398999999973,0.0,0.0
traffic_mix_c2_heavy,17,5,55.0,65.0,97,97,118,0.0,9.7,11.8,0.0017622982474226807,0.00174616,0.0020777567999999925,0.0,0.0
traffic_mix_c2_heavy,17,6,65.0,75.0,126,126,121,0.0,12.6,12.1,0.0017530455555555555,0.00174617,0.00195863,0.0,0.0
traffic_mix_c2_heavy,17,7,75.0,85.0,125,125,118,0.0,12.5,11.8,0.00176374768,0.00174618,0.0020737432000000004,0.0,0.0
traffic_mix_c2_heavy,17,8,85.0,95.0,117,117,120,0.0,11.7,12.0,0.0017874564102564102,0.0017690799999999986,0.0030557284000000016,0.0,0.0
traffic_mix_c2_heavy,17,9,95.0,105.0,119,119,118,0.0,11.9,11.8,0.0017814282352941178,0.0017579799999999993,0.0026383585999999993,0.0,0.0
traffic_mix_c2_heavy,17,10,105.0,115.0,102,102,120,0.0,10.2,12.0,0.0017727767647058824,0.00174619,0.002774934799999997,0.0,0.0
traffic_mix_c2_heavy,17,11,115.0,125.0,47,47,58,0.0,4.7,5.8,0.001866224255319149,0.0021821459999999985,0.004271072199999998,0.0,0.0
